,"Total Beds (ES,TH,SH)",,,,,,,,,,,,Emergency Shelter (ES),,,,,,,,,,Transitional Housing (TH),,,,,,,,,Rapid ReHousing (RRH),,,,,,,,,Safe Haven (SH),,,,,,,Permanent Supportive Housing (PSH),,,,,,,,,
CoC Number,"Total Year-Round Beds (ES,TH,RRH,SH)","Total Non-DV Year-Round Beds (ES,TH,RRH,SH)","Total HMIS Year-Round Beds (ES,TH,RRH,SH)","HMIS Participation Rate (ES,TH,RRH,SH)",Total Emergency Shelter (ES) Beds (excluding seasonal+overflow),Total Transitional Housing (TH) Beds,Total Rapid Rehousing (RRH) Beds,Total Safe Haven (SH) Beds,"Total Units for Households with Children (ES,TH,RRH)","Total Beds for Households with Children (ES,TH,RRH)","Total Beds for Households without Children (ES,TH,RRH,SH)","Total Beds for Households with only Children (ES,TH,RRH,SH)",Total Year-Round ES Beds,Total Non-DV Year-Round ES Beds,Total HMIS Year-Round ES Beds,ES HMIS Participation Rate,Total Seasonal ES Beds,Total Overflow ES Beds,Total ES Units for Households with Children,Total ES Beds for Households with Children,Total ES Beds for Households without Children,Total ES Beds for Households with only Children,Total TH Beds,Total Year-Round TH Beds,Total Non-DV Year-Round TH Beds,Total HMIS Year-Round TH Beds,TH HMIS Participation Rate,Total TH Units for Households with Children,Total TH Beds for Households with Children,Total TH Beds for Households without Children,Total TH Beds for Households with only Children,Total RRH Beds,Total Year-Round RRH Beds,Total Non-DV Year-Round RRH Beds,Total HMIS Year-Round RRH Beds,RRH HMIS Participation Rate,Total RRH Units for Households with Children,Total RRH Beds for Households with Children,Total RRH Beds for Households without Children,Total RRH Beds for Households with only Children,Total SH Beds,Total Year-Round SH Beds,Total Non-DV Year-Round SH Beds,Total HMIS Year-Round SH Beds,SH HMIS Participation Rate,Total SH Beds for Households without Children,Total SH Beds for Households with only Children,Total PSH Beds,Total Year-Round PSH Beds,Total Non-DV Year-Round PSH Beds,Total HMIS Year-Round PSH Beds,PSH HMIS Participation Rate,Total Chronic Homeless PSH Beds,Total PSH Units for Households with Children,Total PSH Beds for Households with Children,Total PSH Beds for Households without Children,Total PSH Beds for Households with only Children
NH-501,333,325,322,99.10%,148,160,21,4,68,166,164,3,148,140,137,97.90%,0,15,19,47,98,3,160,160,160,160,100.00%,45,108,52,0,21,21,21,21,100.00%,4,11,10,0,4,4,4,4,100.00%,4,0,344,344,344,253,73.50%,87,75,204,140,0
NH-502,309,309,265,85.80%,90,189,25,5,59,140,169,0,90,90,60,66.70%,0,0,6,16,74,0,189,189,189,175,92.60%,48,114,75,0,25,25,25,25,100.00%,5,10,15,0,5,5,5,5,100.00%,5,0,275,275,275,182,66.20%,57,47,121,154,0
NJ-500,666,632,632,100.00%,650,16,0,0,91,286,380,0,650,632,632,100.00%,0,155,87,276,374,0,16,16,0,0,0.00%,4,10,6,0,0,0,0,0,0.00%,0,0,0,0,0,0,0,0,0.00%,0,0,89,89,89,51,57.30%,26,38,38,51,0
NJ-501,369,288,288,100.00%,136,222,11,0,63,183,186,0,136,104,104,100.00%,0,38,15,39,97,0,222,222,173,173,100.00%,47,142,80,0,11,11,11,11,100.00%,1,2,9,0,0,0,0,0,0.00%,0,0,337,337,337,298,88.40%,113,18,52,285,0
NJ-502,569,542,473,87.30%,531,38,0,0,114,437,132,0,531,504,435,86.30%,42,235,110,409,122,0,38,38,38,38,100.00%,4,28,10,0,0,0,0,0,0.00%,0,0,0,0,0,0,0,0,0.00%,0,0,131,131,131,131,100.00%,24,19,74,57,0
NJ-503,469,433,433,100.00%,161,286,22,0,55,168,284,17,161,125,125,100.00%,0,160,37,101,60,0,286,286,286,286,100.00%,16,63,206,17,22,22,22,22,100.00%,2,4,18,0,0,0,0,0,0.00%,0,0,336,336,336,153,45.50%,48,47,86,250,0
NJ-504,1967,1952,1952,100.00%,1277,585,105,0,288,813,1154,0,1277,1277,1277,100.00%,0,14,112,312,965,0,585,585,570,570,100.00%,155,442,143,0,105,105,105,105,100.00%,21,59,46,0,0,0,0,0,0.00%,0,0,839,839,839,839,100.00%,186,86,262,577,0
NJ-505,155,131,127,96.90%,104,36,15,0,41,104,47,4,104,88,84,95.50%,0,94,30,70,30,4,36,36,28,28,100.00%,9,28,8,0,15,15,15,15,100.00%,2,6,9,0,0,0,0,0,0.00%,0,0,45,45,45,45,100.00%,4,5,10,35,0
NJ-506,532,490,487,99.40%,255,243,34,0,90,253,279,0,255,255,255,100.00%,0,215,21,65,190,0,243,243,201,198,98.50%,63,165,78,0,34,34,34,34,100.00%,6,23,11,0,0,0,0,0,0.00%,0,0,358,358,354,273,77.10%,133,24,76,282,0
NJ-507,465,444,424,95.50%,170,219,76,0,93,273,192,0,170,149,149,100.00%,40,416,35,110,60,0,219,219,219,199,90.90%,51,137,82,0,76,76,76,76,100.00%,7,26,50,0,0,0,0,0,0.00%,0,0,123,123,123,64,52.00%,33,18,46,77,0
NJ-508,267,209,191,91.40%,90,177,0,0,61,188,79,0,90,65,65,100.00%,14,659,12,39,51,0,177,177,144,126,87.50%,49,149,28,0,0,0,0,0,0.00%,0,0,0,0,0,0,0,0,0.00%,0,0,287,287,287,246,85.70%,98,30,81,206,0
NJ-509,280,222,222,100.00%,132,128,0,20,46,127,153,0,132,99,99,100.00%,0,60,24,73,59,0,128,128,103,103,100.00%,22,54,74,0,0,0,0,0,0.00%,0,0,0,0,20,20,20,20,100.00%,20,0,139,139,139,127,91.40%,7,20,49,90,0
NJ-510,139,73,33,45.20%,67,51,21,0,33,95,20,24,67,40,0,0.00%,0,520,14,49,6,12,51,51,12,12,100.00%,16,38,1,12,21,21,21,21,100.00%,3,8,13,0,0,0,0,0,0.00%,0,0,89,89,89,60,67.40%,27,18,56,33,0
NJ-511,517,317,277,87.40%,410,107,0,0,110,322,195,0,410,255,215,84.30%,0,0,73,233,177,0,107,107,62,62,100.00%,37,89,18,0,0,0,0,0,0.00%,0,0,0,0,0,0,0,0,0.00%,0,0,503,503,503,471,93.60%,254,30,81,422,0
NJ-512,57,57,44,77.20%,27,30,0,0,20,38,19,0,27,27,14,51.90%,0,0,5,14,13,0,30,30,30,30,100.00%,15,24,6,0,0,0,0,0,0.00%,0,0,0,0,0,0,0,0,0.00%,0,0,75,75,75,0,0.00%,0,0,0,75,0
NJ-513,364,322,155,48.10%,190,174,0,0,35,88,242,34,190,175,60,34.30%,0,56,25,55,119,16,174,174,147,95,64.60%,10,33,123,18,0,0,0,0,0.00%,0,0,0,0,0,0,0,0,0.00%,0,0,119,119,119,32,26.90%,11,2,5,114,0
NJ-514,698,652,652,100.00%,275,357,66,0,144,414,274,10,275,251,251,100.00%,0,90,51,153,122,0,357,357,335,335,100.00%,69,195,152,10,66,66,66,66,100.00%,24,66,0,0,0,0,0,0,0.00%,0,0,937,937,937,563,60.10%,224,133,366,571,0
NJ-515,375,336,334,99.40%,247,128,0,0,65,197,178,0,247,221,221,100.00%,14,1285,26,82,165,0,128,128,115,113,98.30%,39,115,13,0,0,0,0,0,0.00%,0,0,0,0,0,0,0,0,0.00%,0,0,366,366,336,328,97.60%,41,58,147,219,0
NJ-516,243,148,125,84.50%,123,109,11,0,74,180,63,0,123,78,64,82.10%,0,97,53,122,1,0,109,109,59,50,84.70%,21,58,51,0,11,11,11,11,100.00%,0,0,11,0,0,0,0,0,0.00%,0,0,66,66,57,51,89.50%,23,8,20,46,0
NJ-518,50,14,0,0.00%,14,36,0,0,11,50,0,0,14,14,0,0.00%,0,252,5,14,0,0,36,36,0,0,0.00%,6,36,0,0,0,0,0,0,0.00%,0,0,0,0,0,0,0,0,0.00%,0,0,36,36,36,21,58.30%,20,6,14,22,0
NJ-520,103,93,78,83.90%,81,0,22,0,13,45,58,0,81,71,56,78.90%,0,31,11,37,44,0,0,0,0,0,0.00%,0,0,0,0,22,22,22,22,100.00%,2,8,14,0,0,0,0,0,0.00%,0,0,5,5,5,5,100.00%,5,0,0,5,0
NM-500,886,703,459,65.30%,318,522,46,0,147,458,428,0,318,253,105,41.50%,315,84,29,95,223,0,522,522,404,308,76.20%,109,335,187,0,46,46,46,46,100.00%,9,28,18,0,0,0,0,0,0.00%,0,0,967,967,967,523,54.10%,329,149,357,610,0
NM-501,1706,1123,483,43.00%,1079,494,133,0,243,1033,621,52,1079,651,140,21.50%,195,32,83,572,455,52,494,494,339,238,70.20%,116,343,151,0,133,133,133,105,78.90%,44,118,15,0,0,0,0,0,0.00%,0,0,569,569,569,395,69.40%,175,130,282,287,0
NV-500,2899,2771,2583,93.20%,1800,1074,0,25,227,661,2168,70,1800,1672,1508,90.20%,347,60,120,383,1393,24,1074,1074,1074,1050,97.80%,107,278,750,46,0,0,0,0,0.00%,0,0,0,0,25,25,25,25,100.00%,25,0,2032,2032,2032,1135,55.90%,740,211,557,1475,0
NV-501,763,712,471,66.20%,465,298,0,0,66,164,597,2,465,435,378,86.90%,0,0,48,146,319,0,298,298,277,93,33.60%,18,18,278,2,0,0,0,0,0.00%,0,0,0,0,0,0,0,0,0.00%,0,0,399,399,399,214,53.60%,72,45,82,317,0
NV-502,267,134,130,97.00%,162,105,0,0,108,213,54,0,162,71,71,100.00%,0,231,38,125,37,0,105,105,63,59,93.70%,70,88,17,0,0,0,0,0,0.00%,0,0,0,0,0,0,0,0,0.00%,0,0,167,167,167,74,44.30%,14,21,92,75,0
NY-500,936,753,579,76.90%,552,360,8,16,183,481,410,45,552,493,367,74.40%,7,16,104,280,260,12,360,360,236,196,83.10%,78,198,129,33,8,8,8,0,0.00%,1,3,5,0,16,16,16,16,100.00%,16,0,1879,1879,1826,1450,79.40%,158,467,1117,762,0
NY-501,386,340,232,68.20%,94,292,0,0,44,106,276,4,94,60,23,38.30%,0,10,23,56,38,0,292,292,280,209,74.60%,21,50,238,4,0,0,0,0,0.00%,0,0,0,0,0,0,0,0,0.00%,0,0,574,574,574,538,93.70%,0,73,220,354,0
NY-502,54,33,24,72.70%,25,29,0,0,7,22,32,0,25,16,16,100.00%,0,2,2,7,18,0,29,29,17,8,47.10%,5,15,14,0,0,0,0,0,0.00%,0,0,0,0,0,0,0,0,0.00%,0,0,61,61,61,61,100.00%,5,15,43,18,0
NY-503,602,551,372,67.50%,311,174,117,0,74,220,367,15,311,281,161,57.30%,19,249,31,90,208,13,174,174,153,94,61.40%,21,55,117,2,117,117,117,117,100.00%,22,75,42,0,0,0,0,0,0.00%,0,0,799,799,799,693,86.70%,79,123,368,431,0
NY-504,63,55,52,94.50%,24,17,22,0,20,48,15,0,24,16,13,81.30%,0,9,8,18,6,0,17,17,17,17,100.00%,8,15,2,0,22,22,22,22,100.00%,4,15,7,0,0,0,0,0,0.00%,0,0,51,51,51,46,90.20%,2,9,15,36,0
NY-505,829,793,785,99.00%,428,401,0,0,70,199,594,36,428,392,384,98.00%,0,58,24,93,320,15,401,401,401,401,100.00%,46,106,274,21,0,0,0,0,0.00%,0,0,0,0,0,0,0,0,0.00%,0,0,1199,1199,1199,1182,98.60%,160,140,329,870,0
NY-506,30,0,0,0.00%,30,0,0,0,6,20,10,0,30,0,0,0.00%,15,17,6,20,10,0,0,0,0,0,0.00%,0,0,0,0,0,0,0,0,0.00%,0,0,0,0,0,0,0,0,0.00%,0,0,54,54,54,0,0.00%,8,0,0,54,0
NY-507,211,191,40,20.90%,163,46,2,0,27,81,130,0,163,143,17,11.90%,0,118,17,51,112,0,46,46,46,21,45.70%,9,28,18,0,2,2,2,2,100.00%,1,2,0,0,0,0,0,0,0.00%,0,0,381,381,381,358,94.00%,43,70,173,208,0
NY-508,1147,1025,618,60.30%,560,571,0,16,152,442,673,32,560,497,259,52.10%,55,0,70,194,341,25,571,571,512,343,67.00%,82,248,316,7,0,0,0,0,0.00%,0,0,0,0,16,16,16,16,100.00%,16,0,1086,1086,1086,725,66.80%,103,82,214,872,0
NY-509,66,48,0,0.00%,51,5,10,0,13,23,38,5,51,33,0,0.00%,0,0,6,15,34,2,5,5,5,0,0.00%,2,3,2,0,10,10,10,0,0.00%,5,5,2,3,0,0,0,0,0.00%,0,0,15,15,15,0,0.00%,15,5,14,1,0
NY-510,62,53,53,100.00%,20,36,6,0,15,36,25,1,20,11,11,100.00%,0,2,5,9,11,0,36,36,36,36,100.00%,8,22,13,1,6,6,6,6,100.00%,2,5,1,0,0,0,0,0,0.00%,0,0,57,57,57,57,100.00%,26,6,22,35,0
NY-511,304,269,218,81.00%,163,141,0,0,78,112,192,0,163,128,106,82.80%,2,4,74,97,66,0,141,141,141,112,79.40%,4,15,126,0,0,0,0,0,0.00%,0,0,0,0,0,0,0,0,0.00%,0,0,310,310,310,262,84.50%,64,42,95,215,0
NY-512,136,95,93,97.90%,95,37,4,0,36,87,49,0,95,62,62,100.00%,10,7,23,57,38,0,37,37,29,27,93.10%,12,28,9,0,4,4,4,4,100.00%,1,2,2,0,0,0,0,0,0.00%,0,0,573,573,534,516,96.60%,52,91,262,311,0
NY-513,177,177,177,100.00%,159,18,0,0,15,52,124,1,159,159,159,100.00%,0,0,14,47,111,1,18,18,18,18,100.00%,1,5,13,0,0,0,0,0,0.00%,0,0,0,0,0,0,0,0,0.00%,0,0,147,147,147,145,98.60%,4,9,21,126,0
NY-514,95,82,38,46.30%,69,26,0,0,14,52,43,0,69,56,26,46.40%,0,0,9,33,36,0,26,26,26,12,46.20%,5,19,7,0,0,0,0,0,0.00%,0,0,0,0,0,0,0,0,0.00%,0,0,37,37,37,37,100.00%,0,8,21,16,0
NY-516,68,59,0,0.00%,68,0,0,0,10,35,33,0,68,59,0,0.00%,0,0,10,35,33,0,0,0,0,0,0.00%,0,0,0,0,0,0,0,0,0.00%,0,0,0,0,0,0,0,0,0.00%,0,0,81,81,81,0,0.00%,16,15,44,37,0
NY-517,92,83,19,22.90%,25,67,0,0,16,55,37,0,25,16,0,0.00%,0,0,1,7,18,0,67,67,67,19,28.40%,15,48,19,0,0,0,0,0,0.00%,0,0,0,0,0,0,0,0,0.00%,0,0,0,0,0,0,0.00%,0,0,0,0,0
NY-518,256,189,111,58.70%,144,78,34,0,54,138,117,1,144,116,48,41.40%,0,4,26,58,85,1,78,78,39,29,74.40%,21,57,21,0,34,34,34,34,100.00%,7,23,11,0,0,0,0,0,0.00%,0,0,430,430,430,367,85.30%,51,91,217,213,0
NY-519,37,0,0,0.00%,37,0,0,0,14,37,0,0,37,0,0,0.00%,0,84,14,37,0,0,0,0,0,0,0.00%,0,0,0,0,0,0,0,0,0.00%,0,0,0,0,0,0,0,0,0.00%,0,0,57,57,45,38,84.40%,10,11,30,27,0
NY-520,17,17,0,0.00%,17,0,0,0,2,7,10,0,17,17,0,0.00%,0,14,2,7,10,0,0,0,0,0,0.00%,0,0,0,0,0,0,0,0,0.00%,0,0,0,0,0,0,0,0,0.00%,0,0,0,0,0,0,0.00%,0,0,0,0,0
NY-522,66,29,25,86.20%,66,0,0,0,3,37,29,0,66,29,25,86.20%,0,20,3,37,29,0,0,0,0,0,0.00%,0,0,0,0,0,0,0,0,0.00%,0,0,0,0,0,0,0,0,0.00%,0,0,200,200,200,186,93.00%,12,68,142,58,0
NY-523,175,134,93,69.40%,75,73,27,0,24,66,93,16,75,57,16,28.10%,0,101,6,18,41,16,73,73,50,50,100.00%,15,36,37,0,27,27,27,27,100.00%,3,12,15,0,0,0,0,0,0.00%,0,0,142,142,131,131,100.00%,11,21,59,83,0
NY-600,63952,60271,55046,91.30%,56154,7659,0,139,12268,42042,21906,4,56154,53829,48963,91.00%,0,296,11328,39026,17124,4,7659,7659,6303,5944,94.30%,940,3016,4643,0,0,0,0,0,0.00%,0,0,0,0,139,139,139,139,100.00%,139,0,19599,19599,19293,10921,56.60%,8877,1519,4482,15117,0
NY-601,450,371,281,75.70%,246,204,0,0,113,281,169,0,246,202,120,59.40%,0,16,73,178,68,0,204,204,169,161,95.30%,40,103,101,0,0,0,0,0,0.00%,0,0,0,0,0,0,0,0,0.00%,0,0,176,176,176,118,67.00%,22,32,76,100,0
NY-602,272,257,211,82.10%,220,52,0,0,54,120,139,13,220,205,159,77.60%,0,31,38,78,129,13,52,52,52,52,100.00%,16,42,10,0,0,0,0,0,0.00%,0,0,0,0,0,0,0,0,0.00%,0,0,277,277,277,259,93.50%,63,54,154,123,0
NY-603,2880,2726,2050,75.20%,2115,765,0,0,648,2195,680,5,2115,2053,1453,70.80%,150,538,516,1679,433,3,765,765,673,597,88.70%,132,516,247,2,0,0,0,0,0.00%,0,0,0,0,0,0,0,0,0.00%,0,0,2092,2092,2065,1431,69.30%,89,361,1193,899,0
NY-604,2357,2246,1867,83.10%,992,1365,0,0,548,1653,690,14,992,902,704,78.00%,35,0,159,520,458,14,1365,1365,1344,1163,86.50%,389,1133,232,0,0,0,0,0,0.00%,0,0,0,0,0,0,0,0,0.00%,0,0,1622,1622,1622,901,55.50%,134,257,740,882,0
NY-606,115,75,75,100.00%,61,54,0,0,30,80,29,6,61,46,46,100.00%,30,0,20,55,0,6,54,54,29,29,100.00%,10,25,29,0,0,0,0,0,0.00%,0,0,0,0,0,0,0,0,0.00%,0,0,164,164,164,164,100.00%,25,24,73,91,0
NY-607,19,10,10,100.00%,10,0,0,9,0,0,19,0,10,10,10,100.00%,0,329,0,0,10,0,0,0,0,0,0.00%,0,0,0,0,0,0,0,0,0.00%,0,0,0,0,9,9,0,0,0.00%,9,0,54,54,54,54,100.00%,12,9,18,36,0
NY-608,138,104,76,73.10%,91,47,0,0,37,83,41,14,91,74,46,62.20%,0,247,18,54,23,14,47,47,30,30,100.00%,19,29,18,0,0,0,0,0,0.00%,0,0,0,0,0,0,0,0,0.00%,0,0,165,165,165,163,98.80%,9,34,92,73,0
OH-500,2027,1852,1852,100.00%,577,762,688,0,326,1113,894,20,577,505,505,100.00%,100,52,34,182,375,20,762,762,701,701,100.00%,124,424,338,0,688,688,646,646,100.00%,168,507,181,0,0,0,0,0,0.00%,0,0,1770,1770,1770,1569,88.60%,265,220,679,1091,0
OH-501,1093,1029,688,66.90%,474,438,169,12,168,495,595,3,474,449,173,38.50%,30,57,64,163,308,3,438,438,399,334,83.70%,61,178,260,0,169,169,169,169,100.00%,43,154,15,0,12,12,12,12,100.00%,12,0,1038,1038,1038,829,79.90%,294,161,408,630,0
OH-502,2269,2224,1845,83.00%,1063,930,256,20,251,756,1505,8,1063,1018,696,68.40%,0,86,95,282,773,8,930,930,930,873,93.90%,112,320,610,0,256,256,256,256,100.00%,44,154,102,0,20,20,20,20,100.00%,20,0,3585,3585,3585,3120,87.00%,1247,622,1589,1996,0
OH-503,1341,1307,1291,98.80%,761,197,383,0,211,666,654,21,761,727,711,97.80%,375,94,64,194,551,16,197,197,197,197,100.00%,31,89,103,5,383,383,383,383,100.00%,116,383,0,0,0,0,0,0,0.00%,0,0,2146,2146,2146,1913,89.10%,495,178,530,1616,0
OH-504,337,313,313,100.00%,178,105,53,1,65,202,125,10,178,154,154,100.00%,0,0,27,89,79,10,105,105,105,105,100.00%,24,75,30,0,53,53,53,53,100.00%,14,38,15,0,1,1,1,1,100.00%,1,0,300,300,300,300,100.00%,69,70,216,84,0
OH-505,805,733,693,94.50%,483,297,0,25,120,320,482,3,483,419,379,90.50%,0,60,58,164,316,3,297,297,289,289,100.00%,62,156,141,0,0,0,0,0,0.00%,0,0,0,0,25,25,25,25,100.00%,25,0,927,927,927,807,87.10%,228,128,310,617,0
OH-506,783,668,609,91.20%,280,379,114,10,127,411,349,23,280,256,250,97.70%,0,92,34,108,154,18,379,379,288,235,81.60%,66,204,170,5,114,114,114,114,100.00%,27,99,15,0,10,10,10,10,100.00%,10,0,432,432,432,345,79.90%,142,40,112,320,0
OH-507,4178,3442,2834,82.30%,2201,1697,270,10,839,2385,1773,20,2201,1617,1289,79.70%,120,71,356,1090,1091,20,1697,1697,1545,1265,81.90%,371,1033,664,0,270,270,270,270,100.00%,112,262,8,0,10,10,10,10,100.00%,10,0,2224,2224,2224,1980,89.00%,263,323,896,1328,0
OH-508,468,388,356,91.80%,254,194,0,20,104,294,174,0,254,185,153,82.70%,0,23,53,150,104,0,194,194,183,183,100.00%,51,144,50,0,0,0,0,0,0.00%,0,0,0,0,20,20,20,20,100.00%,20,0,441,441,441,401,90.90%,168,80,149,292,0
OK-500,247,135,114,84.40%,121,115,11,0,54,134,111,2,121,47,41,87.20%,0,5,27,72,48,1,115,115,77,62,80.50%,25,57,58,0,11,11,11,11,100.00%,2,5,5,1,0,0,0,0,0.00%,0,0,7,7,7,7,100.00%,2,1,3,4,0
OK-501,886,752,738,98.10%,528,308,0,50,91,313,530,43,528,423,423,100.00%,0,143,57,171,337,20,308,308,279,265,95.00%,34,142,143,23,0,0,0,0,0.00%,0,0,0,0,50,50,50,50,100.00%,50,0,295,295,295,193,65.40%,129,5,10,285,0
OK-502,1374,1273,1075,84.40%,1097,277,0,0,91,317,1039,18,1097,1042,921,88.40%,0,32,57,187,892,18,277,277,231,154,66.70%,34,130,147,0,0,0,0,0,0.00%,0,0,0,0,0,0,0,0,0.00%,0,0,578,578,565,369,65.30%,152,50,153,425,0
OK-503,251,172,0,0.00%,205,46,0,0,85,251,0,0,205,144,0,0.00%,0,0,58,205,0,0,46,46,28,0,0.00%,27,46,0,0,0,0,0,0,0.00%,0,0,0,0,0,0,0,0,0.00%,0,0,34,34,34,0,0.00%,0,17,34,0,0
OK-504,213,198,151,76.30%,36,177,0,0,59,162,51,0,36,21,21,100.00%,24,0,6,17,19,0,177,177,177,130,73.40%,53,145,32,0,0,0,0,0,0.00%,0,0,0,0,0,0,0,0,0.00%,0,0,40,40,40,32,80.00%,4,9,20,20,0
OK-505,451,365,172,47.10%,363,53,35,0,56,163,260,28,363,285,100,35.10%,0,0,40,117,220,26,53,53,53,45,84.90%,8,24,29,0,35,35,27,27,100.00%,8,22,11,2,0,0,0,0,0.00%,0,0,85,85,59,49,83.10%,43,8,24,61,0
OK-506,298,234,145,62.00%,222,76,0,0,30,154,134,10,222,158,98,62.00%,0,12,19,113,99,10,76,76,76,47,61.80%,11,41,35,0,0,0,0,0,0.00%,0,0,0,0,0,0,0,0,0.00%,0,0,8,8,8,0,0.00%,0,0,0,8,0
OK-507,491,322,35,10.90%,431,57,3,0,66,177,223,91,431,262,32,12.20%,0,3,55,150,190,91,57,57,57,0,0.00%,10,24,33,0,3,3,3,3,100.00%,1,3,0,0,0,0,0,0,0.00%,0,0,65,65,65,65,100.00%,2,18,48,17,0
OR-500,805,784,282,36.00%,566,239,0,0,81,271,524,10,566,545,43,7.90%,35,247,14,87,469,10,239,239,239,239,100.00%,67,184,55,0,0,0,0,0,0.00%,0,0,0,0,0,0,0,0,0.00%,0,0,397,397,397,243,61.20%,92,31,84,313,0
OR-501,2964,2580,2210,85.70%,790,1873,301,0,545,1556,1394,14,790,659,464,70.40%,175,71,113,340,437,13,1873,1873,1718,1546,90.00%,347,1011,861,1,301,301,203,200,98.50%,85,205,96,0,0,0,0,0,0.00%,0,0,3528,3528,3476,2351,67.60%,920,331,989,2537,2
OR-502,539,505,158,31.30%,317,222,0,0,42,128,383,28,317,283,16,5.70%,12,0,21,63,238,16,222,222,222,142,64.00%,21,65,145,12,0,0,0,0,0.00%,0,0,0,0,0,0,0,0,0.00%,0,0,349,349,349,120,34.40%,259,33,110,239,0
OR-503,351,323,242,74.90%,160,191,0,0,51,178,135,38,160,132,114,86.40%,12,18,15,53,83,24,191,191,191,128,67.00%,36,125,52,14,0,0,0,0,0.00%,0,0,0,0,0,0,0,0,0.00%,0,0,100,100,100,0,0.00%,91,11,24,76,0
OR-505,2635,2371,1253,52.80%,1183,1447,0,5,500,1435,1164,36,1183,1026,309,30.10%,46,120,198,522,641,20,1447,1447,1340,939,70.10%,302,913,518,16,0,0,0,0,0.00%,0,0,0,0,5,5,5,5,100.00%,5,0,641,641,635,474,74.60%,78,126,374,266,1
OR-506,362,338,252,74.60%,96,141,115,10,75,218,140,4,96,72,72,100.00%,4,0,23,89,3,4,141,141,141,55,39.00%,12,34,107,0,115,115,115,115,100.00%,40,95,20,0,10,10,10,10,100.00%,10,0,434,434,434,434,100.00%,97,56,189,245,0
OR-507,266,129,129,100.00%,44,95,127,0,85,247,19,0,44,16,16,100.00%,0,0,14,40,4,0,95,95,82,82,100.00%,28,81,14,0,127,127,31,31,100.00%,43,126,1,0,0,0,0,0,0.00%,0,0,298,298,291,247,84.90%,30,51,174,124,0
PA-500,6213,6063,5090,84.00%,3428,1998,672,115,1179,3490,2691,32,3428,3328,2662,80.00%,356,8,516,1541,1855,32,1998,1998,1948,1686,86.60%,478,1365,633,0,672,672,672,672,100.00%,185,584,88,0,115,115,115,70,60.90%,115,0,5409,5409,5409,4879,90.20%,900,972,3237,2172,0
PA-501,399,373,358,96.00%,191,183,0,25,71,202,197,0,191,173,159,91.90%,32,16,26,77,114,0,183,183,175,174,99.40%,45,125,58,0,0,0,0,0,0.00%,0,0,0,0,25,25,25,25,100.00%,25,0,162,162,162,99,61.10%,30,17,51,111,0
PA-502,582,531,478,90.00%,337,245,0,0,118,356,226,0,337,314,278,88.50%,0,0,53,157,180,0,245,245,217,200,92.20%,65,199,46,0,0,0,0,0,0.00%,0,0,0,0,0,0,0,0,0.00%,0,0,352,352,352,352,100.00%,44,47,140,212,0
PA-503,257,199,184,92.50%,80,144,33,0,37,118,139,0,80,58,58,100.00%,0,64,8,24,56,0,144,144,108,93,86.10%,25,82,62,0,33,33,33,33,100.00%,4,12,21,0,0,0,0,0,0.00%,0,0,335,335,335,237,70.70%,33,44,148,187,0
PA-504,491,379,362,95.50%,189,302,0,0,95,332,159,0,189,162,147,90.70%,50,15,25,112,77,0,302,302,217,215,99.10%,70,220,82,0,0,0,0,0,0.00%,0,0,0,0,0,0,0,0,0.00%,0,0,157,157,157,157,100.00%,54,25,71,86,0
PA-505,686,594,551,92.80%,286,392,0,8,59,219,467,0,286,261,218,83.50%,15,2,18,81,205,0,392,392,325,325,100.00%,41,138,254,0,0,0,0,0,0.00%,0,0,0,0,8,8,8,8,100.00%,8,0,476,476,476,460,96.60%,298,19,47,429,0
PA-506,497,373,373,100.00%,207,290,0,0,83,281,216,0,207,157,157,100.00%,40,0,20,95,112,0,290,290,216,216,100.00%,63,186,104,0,0,0,0,0,0.00%,0,0,0,0,0,0,0,0,0.00%,0,0,307,307,307,279,90.90%,62,68,162,145,0
PA-507,1332,940,663,70.50%,694,638,0,0,231,838,486,8,694,423,229,54.10%,103,9,90,389,297,8,638,638,517,434,83.90%,141,449,189,0,0,0,0,0,0.00%,0,0,0,0,0,0,0,0,0.00%,0,0,513,513,513,354,69.00%,72,51,151,362,0
PA-508,233,217,217,100.00%,51,178,0,4,53,150,83,0,51,44,44,100.00%,24,0,9,22,29,0,178,178,169,169,100.00%,44,128,50,0,0,0,0,0,0.00%,0,0,0,0,4,4,4,4,100.00%,4,0,83,83,83,75,90.40%,83,8,24,59,0
PA-509,918,805,525,65.20%,387,519,12,0,199,616,288,14,387,293,199,67.90%,91,13,61,216,159,12,519,519,500,314,62.80%,135,389,128,2,12,12,12,12,100.00%,3,11,1,0,0,0,0,0,0.00%,0,0,487,487,487,458,94.00%,94,63,187,300,0
PA-510,573,512,507,99.00%,240,311,22,0,106,305,268,0,240,202,202,100.00%,45,5,39,113,127,0,311,311,288,283,98.30%,60,170,141,0,22,22,22,22,100.00%,7,22,0,0,0,0,0,0,0.00%,0,0,197,197,197,152,77.20%,35,22,59,138,0
PA-511,454,449,436,97.10%,85,350,19,0,102,372,78,4,85,85,83,97.60%,65,8,4,55,26,4,350,350,345,334,96.80%,91,303,47,0,19,19,19,19,100.00%,7,14,5,0,0,0,0,0,0.00%,0,0,86,86,86,59,68.60%,26,8,31,55,0
