,"Total Beds (ES, TH, SH)",,,,,,,,,,,Emergency Shelter (ES),,,,,,,,,,Transitional Housing (TH),,,,,,,,Safe Haven (SH),,,,,,,,Total Rapid Re-Housing (Including Demonstration Programs),,,,,,,,Rapid Re-Housing (Excluding Demonstration Programs),,,,,,,,Rapid Re-Housing Demonstration Projects (DEM),,,,,,,,Permanent Supportive Housing (PSH),,,,,,,,Other Permanent Housing (OPH),,,,,,,
MO-500,403,364,233,57.82%,211,192,0,80,244,132,27,211,172,137,64.93%,0,0,40,143,61,7,192,192,96,50.00%,40,101,71,20,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,333,333,333,100.00%,70,208,125,0,42,12,0,0.00%,16,32,10,0
MO-501,1364,1200,154,11.29%,589,757,18,345,752,612,0,589,515,154,26.15%,25,0,103,277,312,0,757,667,0,0.00%,242,475,282,0,18,18,0,0.00%,0,0,18,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,1349,1349,40,2.97%,242,708,641,0,0,0,0,.,0,0,0,0
MO-503,252,204,98,38.89%,101,151,0,41,127,111,14,101,53,53,52.48%,0,297,19,64,25,12,151,151,45,29.80%,22,63,86,2,0,0,0,.,0,0,0,0,124,124,124,100.00%,30,107,17,0,124,124,124,100.00%,30,107,17,0,0,0,0,.,0,0,0,0,69,69,69,100.00%,13,38,31,0,106,106,106,100.00%,0,0,106,0
MO-600,536,343,343,63.99%,390,146,0,91,279,234,23,390,222,222,56.92%,0,25,59,190,196,4,146,121,121,82.88%,32,89,38,19,0,0,0,.,0,0,0,0,91,91,91,100.00%,6,19,72,0,91,91,91,100.00%,6,19,72,0,0,0,0,.,0,0,0,0,106,106,106,100.00%,17,55,51,0,0,0,0,.,0,0,0,0
MO-602,365,305,230,63.01%,190,175,0,51,143,198,24,190,190,115,60.53%,0,0,9,24,142,24,175,115,115,65.71%,42,119,56,0,0,0,0,.,0,0,0,0,39,39,37,94.87%,4,8,31,0,39,39,37,94.87%,4,8,31,0,0,0,0,.,0,0,0,0,128,128,92,71.88%,15,47,81,0,0,0,0,.,0,0,0,0
MO-603,177,97,97,54.80%,95,64,18,22,74,103,0,95,50,50,52.63%,25,10,12,45,50,0,64,29,29,45.31%,10,29,35,0,18,18,18,100.00%,0,0,18,0,69,69,69,100.00%,12,42,27,0,69,69,69,100.00%,12,42,27,0,0,0,0,.,0,0,0,0,187,170,134,71.66%,33,110,77,0,0,0,0,.,0,0,0,0
MO-604,1614,1290,1179,73.05%,1050,550,14,267,661,936,17,1050,781,764,72.76%,35,69,154,431,602,17,550,495,415,75.45%,113,230,320,0,14,14,0,0.00%,0,0,14,0,222,153,153,68.92%,60,188,34,0,222,153,153,68.92%,60,188,34,0,0,0,0,.,0,0,0,0,1446,1446,1171,80.98%,455,700,746,0,0,0,0,.,0,0,0,0
MO-606,1989,995,500,25.14%,1502,479,8,272,846,1096,47,1502,582,342,22.77%,54,27,205,617,842,43,479,419,150,31.32%,67,229,246,4,8,8,8,100.00%,0,0,8,0,362,359,358,98.90%,52,167,195,0,362,359,358,98.90%,52,167,195,0,0,0,0,.,0,0,0,0,1398,1398,1106,79.11%,259,808,590,0,0,0,0,.,0,0,0,0
MS-500,515,427,337,65.44%,175,340,0,40,233,259,23,175,160,152,86.86%,50,7,3,47,116,12,340,267,185,54.41%,37,186,143,11,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,74,74,53,71.62%,11,48,26,0,0,0,0,.,0,0,0,0
MS-501,849,590,444,52.30%,465,384,0,140,464,377,8,465,226,173,37.20%,0,22,77,260,197,8,384,364,271,70.57%,63,204,180,0,0,0,0,.,0,0,0,0,200,200,200,100.00%,32,117,83,0,200,200,200,100.00%,32,117,83,0,0,0,0,.,0,0,0,0,184,184,132,71.74%,17,56,128,0,0,0,0,.,0,0,0,0
MS-503,134,98,93,69.40%,89,45,0,27,68,66,0,89,76,71,79.78%,45,0,15,35,54,0,45,22,22,48.89%,12,33,12,0,0,0,0,.,0,0,0,0,62,62,62,100.00%,7,26,36,0,62,62,62,100.00%,7,26,36,0,0,0,0,.,0,0,0,0,56,46,46,82.14%,10,17,39,0,0,0,0,.,0,0,0,0
MT-500,1224,949,387,31.62%,761,463,0,252,649,567,8,761,591,144,18.92%,43,116,114,365,395,1,463,358,243,52.48%,138,284,172,7,0,0,0,.,0,0,0,0,50,50,50,100.00%,15,22,28,0,50,50,50,100.00%,15,22,28,0,0,0,0,.,0,0,0,0,550,550,315,57.27%,141,243,307,0,23,23,23,100.00%,3,6,17,0
NC-500,477,442,322,67.51%,351,126,0,36,146,329,2,351,322,254,72.36%,96,0,23,109,240,2,126,120,68,53.97%,13,37,89,0,0,0,0,.,0,0,0,0,103,103,103,100.00%,17,43,60,0,103,103,103,100.00%,17,43,60,0,0,0,0,.,0,0,0,0,494,494,252,51.01%,73,232,262,0,0,0,0,.,0,0,0,0
NC-501,474,454,320,67.51%,217,257,0,25,73,401,0,217,197,68,31.34%,56,46,17,49,168,0,257,257,252,98.05%,8,24,233,0,0,0,0,.,0,0,0,0,64,64,64,100.00%,10,30,34,0,64,64,64,100.00%,10,30,34,0,0,0,0,.,0,0,0,0,629,629,629,100.00%,23,62,567,0,0,0,0,.,0,0,0,0
NC-502,828,811,278,33.57%,453,375,0,57,216,612,0,453,436,172,37.97%,0,28,27,97,356,0,375,375,106,28.27%,30,119,256,0,0,0,0,.,0,0,0,0,54,54,54,100.00%,10,40,14,0,54,54,54,100.00%,10,40,14,0,0,0,0,.,0,0,0,0,320,320,246,76.88%,37,130,190,0,0,0,0,.,0,0,0,0
NC-503,3425,2474,1633,47.68%,2594,831,0,409,1606,1808,11,2594,1701,1122,43.25%,73,59,269,1137,1448,9,831,773,511,61.49%,140,469,360,2,0,0,0,.,0,0,0,0,236,211,211,89.41%,52,186,50,0,236,211,211,89.41%,52,186,50,0,0,0,0,.,0,0,0,0,1490,1490,1394,93.56%,278,875,615,0,0,0,0,.,0,0,0,0
NC-504,601,562,474,78.87%,347,254,0,62,178,414,9,347,347,347,100.00%,81,22,28,86,252,9,254,215,127,50.00%,34,92,162,0,0,0,0,.,0,0,0,0,12,12,12,100.00%,2,5,7,0,12,12,12,100.00%,2,5,7,0,0,0,0,.,0,0,0,0,541,541,430,79.48%,109,343,198,0,0,0,0,.,0,0,0,0
NC-505,1551,1471,1392,89.75%,830,721,0,140,692,847,12,830,750,738,88.92%,134,239,50,320,501,9,721,721,654,90.71%,90,372,346,3,0,0,0,.,0,0,0,0,726,726,726,100.00%,208,627,99,0,726,726,726,100.00%,208,627,99,0,0,0,0,.,0,0,0,0,975,975,625,64.10%,102,315,660,0,0,0,0,.,0,0,0,0
NC-506,447,393,270,60.40%,325,122,0,43,150,288,9,325,271,234,72.00%,0,20,29,96,220,9,122,122,36,29.51%,14,54,68,0,0,0,0,.,0,0,0,0,2,2,2,100.00%,0,0,2,0,2,2,2,100.00%,0,0,2,0,0,0,0,.,0,0,0,0,149,149,84,56.38%,6,18,131,0,0,0,0,.,0,0,0,0
NC-507,772,727,635,82.25%,521,251,0,105,333,433,6,521,476,384,73.70%,100,0,56,204,311,6,251,251,251,100.00%,49,129,122,0,0,0,0,.,0,0,0,0,50,50,49,98.00%,16,38,12,0,50,50,49,98.00%,16,38,12,0,0,0,0,.,0,0,0,0,975,975,704,72.21%,156,414,561,0,0,0,0,.,0,0,0,0
NC-509,257,192,132,51.36%,189,68,0,30,111,131,15,189,124,94,49.74%,43,18,23,95,79,15,68,68,38,55.88%,7,16,52,0,0,0,0,.,0,0,0,0,56,56,0,0.00%,23,54,2,0,56,56,0,0.00%,23,54,2,0,0,0,0,.,0,0,0,0,241,228,228,94.61%,50,93,148,0,0,0,0,.,0,0,0,0
NC-511,282,229,199,70.57%,75,207,0,63,165,117,0,75,58,58,77.33%,0,11,15,23,52,0,207,171,141,68.12%,48,142,65,0,0,0,0,.,0,0,0,0,34,34,34,100.00%,4,14,20,0,34,34,34,100.00%,4,14,20,0,0,0,0,.,0,0,0,0,296,296,227,76.69%,52,189,107,0,0,0,0,.,0,0,0,0
NC-513,94,94,94,100.00%,64,30,0,10,30,64,0,64,64,64,100.00%,0,22,0,0,64,0,30,30,30,100.00%,10,30,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,97,97,97,100.00%,22,57,40,0,0,0,0,.,0,0,0,0
NC-516,129,65,54,41.86%,96,33,0,24,52,77,0,96,36,25,26.04%,17,6,19,34,62,0,33,29,29,87.88%,5,18,15,0,0,0,0,.,0,0,0,0,3,3,3,100.00%,1,3,0,0,3,3,3,100.00%,1,3,0,0,0,0,0,.,0,0,0,0,43,38,37,86.05%,6,13,30,0,0,0,0,.,0,0,0,0
ND-500,966,731,713,73.81%,770,196,0,152,442,524,0,770,582,580,75.32%,0,69,130,349,421,0,196,149,133,67.86%,22,93,103,0,0,0,0,.,0,0,0,0,16,16,16,100.00%,0,0,16,0,16,16,16,100.00%,0,0,16,0,0,0,0,.,0,0,0,0,746,746,610,81.77%,90,219,527,0,0,0,0,.,0,0,0,0
NE-500,762,621,368,48.29%,367,395,0,148,471,269,22,367,246,138,37.60%,0,9,60,207,142,18,395,375,230,58.23%,88,264,127,4,0,0,0,.,0,0,0,0,188,188,188,100.00%,46,149,39,0,188,188,188,100.00%,46,149,39,0,0,0,0,.,0,0,0,0,94,94,81,86.17%,21,50,44,0,22,22,22,100.00%,5,11,11,0
NE-501,1395,1318,825,59.14%,875,520,0,143,500,889,6,875,809,522,59.66%,0,249,71,264,605,6,520,509,303,58.27%,72,236,284,0,0,0,0,.,0,0,0,0,165,165,165,100.00%,32,110,55,0,165,165,165,100.00%,32,110,55,0,0,0,0,.,0,0,0,0,851,851,479,56.29%,101,320,531,0,84,84,0,0.00%,17,45,39,0
NE-502,816,770,761,93.26%,317,499,0,110,367,411,38,317,291,291,91.80%,51,0,31,123,174,20,499,479,470,94.19%,79,244,237,18,0,0,0,.,0,0,0,0,64,26,26,40.63%,12,32,32,0,64,26,26,40.63%,12,32,32,0,0,0,0,.,0,0,0,0,79,79,77,97.47%,5,12,67,0,75,75,49,65.33%,32,59,16,0
NH-500,671,554,487,72.58%,467,204,0,126,400,263,8,467,350,330,70.66%,119,8,79,244,215,8,204,204,157,76.96%,47,156,48,0,0,0,0,.,0,0,0,0,46,46,46,100.00%,13,42,4,0,46,46,46,100.00%,13,42,4,0,0,0,0,.,0,0,0,0,432,432,296,68.52%,68,197,235,0,0,0,0,.,0,0,0,0
NH-501,374,363,363,97.06%,155,215,4,79,196,170,8,155,144,144,92.90%,0,8,22,53,94,8,215,215,215,100.00%,57,143,72,0,4,4,4,100.00%,0,0,4,0,55,55,55,100.00%,16,43,12,0,55,55,55,100.00%,16,43,12,0,0,0,0,.,0,0,0,0,381,381,250,65.62%,74,221,160,0,0,0,0,.,0,0,0,0
NH-502,324,286,232,71.60%,126,193,5,70,170,154,0,126,88,60,47.62%,0,0,21,54,72,0,193,193,167,86.53%,49,116,77,0,5,5,5,100.00%,0,0,5,0,15,15,15,100.00%,2,5,10,0,15,15,15,100.00%,2,5,10,0,0,0,0,.,0,0,0,0,297,297,201,67.68%,42,117,180,0,0,0,0,.,0,0,0,0
NJ-500,357,339,339,94.96%,309,48,0,23,71,286,0,309,291,291,94.17%,0,198,23,71,238,0,48,48,48,100.00%,0,0,48,0,0,0,0,.,0,0,0,0,18,18,18,100.00%,3,7,11,0,18,18,18,100.00%,3,7,11,0,0,0,0,.,0,0,0,0,120,120,57,47.50%,6,12,108,0,33,33,33,100.00%,0,0,33,0
NJ-501,368,292,292,79.35%,156,212,0,54,176,176,16,156,120,120,76.92%,15,19,17,43,97,16,212,172,172,81.13%,37,133,79,0,0,0,0,.,0,0,0,0,34,34,34,100.00%,3,8,26,0,34,34,34,100.00%,3,8,26,0,0,0,0,.,0,0,0,0,599,599,532,88.81%,80,201,398,0,0,0,0,.,0,0,0,0
NJ-502,569,542,473,83.13%,531,38,0,114,437,132,0,531,504,435,81.92%,28,774,110,409,122,0,38,38,38,100.00%,4,28,10,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,131,131,131,100.00%,19,74,57,0,0,0,0,.,0,0,0,0
NJ-503,769,666,626,81.40%,363,406,0,128,381,384,4,363,296,282,77.69%,0,400,81,211,148,4,406,370,344,84.73%,47,170,236,0,0,0,0,.,0,0,0,0,87,87,87,100.00%,12,40,47,0,87,87,87,100.00%,12,40,47,0,0,0,0,.,0,0,0,0,721,706,310,43.00%,115,259,462,0,0,0,0,.,0,0,0,0
NJ-504,1912,1897,1890,98.85%,1155,757,0,321,881,1007,24,1155,1140,1133,98.10%,0,52,194,416,739,0,757,757,757,100.00%,127,465,268,24,0,0,0,.,0,0,0,0,452,452,447,98.89%,74,75,377,0,452,452,447,98.89%,74,75,377,0,0,0,0,.,0,0,0,0,901,901,901,100.00%,121,453,448,0,0,0,0,.,0,0,0,0
NJ-506,495,486,485,97.98%,244,251,0,69,180,315,0,244,235,235,96.31%,98,288,25,74,170,0,251,251,250,99.60%,44,106,145,0,0,0,0,.,0,0,0,0,152,152,149,98.03%,21,72,80,0,152,152,149,98.03%,21,72,80,0,0,0,0,.,0,0,0,0,338,338,307,90.83%,28,85,253,0,0,0,0,.,0,0,0,0
NJ-507,370,346,316,85.41%,162,208,0,77,223,147,0,162,138,138,85.19%,45,210,37,105,57,0,208,208,178,85.58%,40,118,90,0,0,0,0,.,0,0,0,0,73,73,72,98.63%,17,54,19,0,73,73,72,98.63%,17,54,19,0,0,0,0,.,0,0,0,0,311,300,149,47.91%,54,159,152,0,0,0,0,.,0,0,0,0
NJ-508,267,209,191,71.54%,90,177,0,61,188,79,0,90,65,65,72.22%,14,210,12,39,51,0,177,144,126,71.19%,49,149,28,0,0,0,0,.,0,0,0,0,36,36,32,88.89%,10,29,7,0,36,36,32,88.89%,10,29,7,0,0,0,0,.,0,0,0,0,306,306,240,78.43%,36,97,209,0,0,0,0,.,0,0,0,0
NJ-509,293,221,221,75.43%,132,141,20,49,137,156,0,132,99,99,75.00%,0,98,24,73,59,0,141,102,102,72.34%,25,64,77,0,20,20,20,100.00%,0,0,20,0,20,20,20,100.00%,1,3,17,0,20,20,20,100.00%,1,3,17,0,0,0,0,.,0,0,0,0,130,130,75,57.69%,9,31,99,0,119,119,119,100.00%,34,103,16,0
NJ-510,115,49,12,10.43%,64,51,0,30,87,28,0,64,37,0,0.00%,0,533,14,49,15,0,51,12,12,23.53%,16,38,13,0,0,0,0,.,0,0,0,0,2,2,0,0.00%,0,0,2,0,2,2,0,0.00%,0,0,2,0,0,0,0,.,0,0,0,0,134,134,94,70.15%,25,85,49,0,0,0,0,.,0,0,0,0
NJ-511,542,341,276,50.92%,491,51,0,108,309,233,0,491,307,242,49.29%,0,48,96,269,222,0,51,34,34,66.67%,12,40,11,0,0,0,0,.,0,0,0,0,86,86,86,100.00%,13,48,38,0,86,86,86,100.00%,13,48,38,0,0,0,0,.,0,0,0,0,673,673,629,93.46%,44,132,541,0,0,0,0,.,0,0,0,0
NJ-512,57,57,44,77.19%,27,30,0,20,38,19,0,27,27,14,51.85%,0,0,5,14,13,0,30,30,30,100.00%,15,24,6,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,75,75,0,0.00%,0,0,75,0,0,0,0,.,0,0,0,0
NJ-513,379,353,209,55.15%,190,189,0,41,106,257,16,190,175,76,40.00%,0,35,24,63,111,16,189,178,133,70.37%,17,43,146,0,0,0,0,.,0,0,0,0,25,25,25,100.00%,2,5,20,0,25,25,25,100.00%,2,5,20,0,0,0,0,.,0,0,0,0,250,250,103,41.20%,16,51,199,0,0,0,0,.,0,0,0,0
NJ-514,529,481,453,85.63%,284,245,0,74,199,318,12,284,260,260,91.55%,0,125,47,143,129,12,245,221,193,78.78%,27,56,189,0,0,0,0,.,0,0,0,0,94,94,94,100.00%,23,77,17,0,51,51,51,100.00%,12,34,17,0,43,43,43,100.00%,11,43,0,0,680,680,622,91.47%,103,283,397,0,0,0,0,.,0,0,0,0
NJ-515,442,406,367,83.03%,266,176,0,117,304,133,5,266,245,245,92.11%,17,59,67,142,119,5,176,161,122,69.32%,50,162,14,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,452,422,422,93.36%,117,263,189,0,0,0,0,.,0,0,0,0
NJ-516,273,178,169,61.90%,154,119,0,75,180,93,0,154,108,108,70.13%,0,79,54,123,31,0,119,70,61,51.26%,21,57,62,0,0,0,0,.,0,0,0,0,122,122,122,100.00%,37,115,7,0,122,122,122,100.00%,37,115,7,0,0,0,0,.,0,0,0,0,118,95,76,64.41%,23,58,60,0,0,0,0,.,0,0,0,0
NM-500,898,705,459,51.11%,378,520,0,153,427,437,34,378,303,172,45.50%,315,27,38,112,234,32,520,402,287,55.19%,115,315,203,2,0,0,0,.,0,0,0,0,144,135,135,93.75%,30,93,51,0,144,135,135,93.75%,30,93,51,0,0,0,0,.,0,0,0,0,1234,1234,589,47.73%,130,317,917,0,0,0,0,.,0,0,0,0
NM-501,1379,757,440,31.91%,887,492,0,199,881,402,96,887,445,177,19.95%,110,27,89,514,335,38,492,312,263,53.46%,110,367,67,58,0,0,0,.,0,0,0,0,192,192,173,90.10%,38,107,85,0,192,192,173,90.10%,38,107,85,0,0,0,0,.,0,0,0,0,815,815,631,77.42%,166,397,418,0,0,0,0,.,0,0,0,0
NV-500,3303,3180,3168,95.91%,2244,1034,25,206,679,2601,23,2244,2121,2121,94.52%,328,302,167,520,1711,13,1034,1034,1022,98.84%,39,159,865,10,25,25,25,100.00%,0,0,25,0,447,447,447,100.00%,89,288,159,0,447,447,447,100.00%,89,288,159,0,0,0,0,.,0,0,0,0,1942,1942,1492,76.83%,227,553,1389,0,0,0,0,.,0,0,0,0
NV-501,927,867,560,60.41%,526,401,0,100,162,748,17,526,487,422,80.23%,0,0,87,141,375,10,401,387,138,34.41%,13,21,373,7,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,479,479,161,33.61%,60,134,345,0,0,0,0,.,0,0,0,0
NV-502,236,149,139,58.90%,134,102,0,77,188,48,0,134,62,62,46.27%,0,7,25,100,34,0,102,87,77,75.49%,52,88,14,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,166,166,85,51.20%,22,81,85,0,56,56,20,35.71%,0,0,56,0
NY-500,740,700,596,80.54%,495,231,14,134,366,353,21,495,455,351,70.91%,7,12,83,236,244,15,231,231,231,100.00%,51,130,95,6,14,14,14,100.00%,0,0,14,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,1799,1799,1641,91.22%,315,934,859,6,0,0,0,.,0,0,0,0
NY-501,561,519,399,71.12%,107,454,0,101,261,299,1,107,93,19,17.76%,0,0,38,61,46,0,454,426,380,83.70%,63,200,253,1,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,608,608,571,93.91%,71,207,400,1,0,0,0,.,0,0,0,0
NY-502,95,42,42,44.21%,54,41,0,17,50,45,0,54,18,18,33.33%,0,0,7,19,35,0,41,24,24,58.54%,10,31,10,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,67,40,40,59.70%,14,46,21,0,0,0,0,.,0,0,0,0
NY-503,453,423,282,62.25%,314,139,0,52,134,282,37,314,284,164,52.23%,38,127,31,91,210,13,139,139,118,84.89%,21,43,72,24,0,0,0,.,0,0,0,0,42,21,18,42.86%,7,21,21,0,42,21,18,42.86%,7,21,21,0,0,0,0,.,0,0,0,0,936,936,765,81.73%,158,459,477,0,0,0,0,.,0,0,0,0
NY-504,56,48,17,30.36%,39,17,0,16,39,17,0,39,31,0,0.00%,0,2,8,24,15,0,17,17,17,100.00%,8,15,2,0,0,0,0,.,0,0,0,0,1,1,0,0.00%,0,0,1,0,1,1,0,0.00%,0,0,1,0,0,0,0,.,0,0,0,0,50,50,45,90.00%,14,28,22,0,40,40,22,55.00%,0,0,40,0
NY-505,774,720,714,92.25%,498,276,0,49,155,578,41,498,444,438,87.95%,0,133,30,106,375,17,276,276,276,100.00%,19,49,203,24,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,1200,1200,1178,98.17%,171,458,742,0,70,70,70,100.00%,4,8,62,0
NY-507,213,186,36,16.90%,169,44,0,20,53,151,9,169,142,15,8.88%,0,142,12,29,131,9,44,44,21,47.73%,8,24,20,0,0,0,0,.,0,0,0,0,30,30,30,100.00%,4,18,12,0,30,30,30,100.00%,4,18,12,0,0,0,0,.,0,0,0,0,392,392,363,92.60%,59,180,212,0,0,0,0,.,0,0,0,0
NY-508,1046,909,724,69.22%,536,494,16,148,453,561,32,536,467,371,69.22%,75,0,67,212,299,25,494,426,337,68.22%,81,241,246,7,16,16,16,100.00%,0,0,16,0,54,54,54,100.00%,11,35,19,0,54,54,54,100.00%,11,35,19,0,0,0,0,.,0,0,0,0,1176,1176,802,68.20%,50,162,1014,0,29,29,0,0.00%,9,29,0,0
NY-510,75,66,66,88.00%,44,31,0,20,49,23,3,44,35,35,79.55%,0,10,12,29,15,0,31,31,31,100.00%,8,20,8,3,0,0,0,.,0,0,0,0,7,7,7,100.00%,2,4,3,0,7,7,7,100.00%,2,4,3,0,0,0,0,.,0,0,0,0,45,45,45,100.00%,5,10,35,0,47,47,41,87.23%,6,22,25,0
NY-511,292,248,205,70.21%,128,164,0,36,83,209,0,128,84,66,51.56%,0,10,27,50,78,0,164,164,139,84.76%,9,33,131,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,272,272,233,85.66%,29,63,209,0,47,47,47,100.00%,16,35,12,0
NY-512,126,85,85,67.46%,97,29,0,29,80,46,0,97,64,64,65.98%,10,20,20,57,40,0,29,21,21,72.41%,9,23,6,0,0,0,0,.,0,0,0,0,4,4,3,75.00%,1,3,1,0,4,4,3,75.00%,1,3,1,0,0,0,0,.,0,0,0,0,602,566,544,90.37%,88,292,310,0,0,0,0,.,0,0,0,0
NY-513,205,205,95,46.34%,35,155,15,4,8,197,0,35,35,1,2.86%,0,0,0,0,35,0,155,155,79,50.97%,4,8,147,0,15,15,15,100.00%,0,0,15,0,7,7,7,100.00%,0,0,7,0,7,7,7,100.00%,0,0,7,0,0,0,0,.,0,0,0,0,82,82,78,95.12%,14,36,46,0,0,0,0,.,0,0,0,0
NY-514,105,92,48,45.71%,79,26,0,12,33,60,12,79,66,36,45.57%,0,0,9,26,41,12,26,26,12,46.15%,3,7,19,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,37,37,37,100.00%,8,21,16,0,0,0,0,.,0,0,0,0
NY-516,151,142,8,5.30%,151,0,0,17,66,85,0,151,142,8,5.30%,0,0,17,66,85,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,76,76,6,7.89%,15,44,32,0,0,0,0,.,0,0,0,0
NY-518,172,110,66,38.37%,115,57,0,42,82,90,0,115,87,46,40.00%,0,9,22,45,70,0,57,23,20,35.09%,20,37,20,0,0,0,0,.,0,0,0,0,9,9,7,77.78%,2,4,5,0,9,9,7,77.78%,2,4,5,0,0,0,0,.,0,0,0,0,526,526,454,86.31%,82,204,322,0,0,0,0,.,0,0,0,0
NY-519,37,0,0,0.00%,25,12,0,14,37,0,0,25,0,0,0.00%,0,73,10,25,0,0,12,0,0,0.00%,4,12,0,0,0,0,0,.,0,0,0,0,2,2,2,100.00%,0,0,2,0,2,2,2,100.00%,0,0,2,0,0,0,0,.,0,0,0,0,76,64,50,65.79%,18,45,31,0,0,0,0,.,0,0,0,0
NY-520,21,21,3,14.29%,21,0,0,1,3,18,0,21,21,3,14.29%,0,16,1,3,18,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,83,83,78,93.98%,39,81,2,0,0,0,0,.,0,0,0,0
NY-522,80,44,44,55.00%,36,44,0,3,32,48,0,36,0,0,0.00%,0,26,3,32,4,0,44,44,44,100.00%,0,0,44,0,0,0,0,.,0,0,0,0,34,34,5,14.71%,11,29,5,0,34,34,5,14.71%,11,29,5,0,0,0,0,.,0,0,0,0,563,563,289,51.33%,115,333,230,0,0,0,0,.,0,0,0,0
NY-523,116,98,92,79.31%,78,38,0,7,16,70,30,78,60,54,69.23%,0,199,7,16,46,16,38,38,38,100.00%,0,0,24,14,0,0,0,.,0,0,0,0,48,21,21,43.75%,9,28,20,0,48,21,21,43.75%,9,28,20,0,0,0,0,.,0,0,0,0,249,239,143,57.43%,49,116,133,0,0,0,0,.,0,0,0,0
NY-600,75068,72308,65813,87.67%,69927,4979,162,13842,47992,27076,0,69927,67828,61936,88.57%,0,0,13463,46868,23059,0,4979,4318,3715,74.61%,379,1124,3855,0,162,162,162,100.00%,0,0,162,0,2506,2506,0,0.00%,610,2232,274,0,2506,2506,0,0.00%,610,2232,274,0,0,0,0,.,0,0,0,0,26722,26309,14159,52.99%,1957,5607,21115,0,0,0,0,.,0,0,0,0
NY-601,430,348,210,48.84%,229,201,0,99,238,179,13,229,187,121,52.84%,0,0,57,129,88,12,201,162,89,44.28%,42,109,91,1,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,163,163,7,4.29%,29,73,90,0,0,0,0,.,0,0,0,0
NY-602,249,232,188,75.50%,201,48,0,49,112,124,13,201,184,140,69.65%,39,85,33,74,114,13,48,48,48,100.00%,16,38,10,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,280,280,252,90.00%,46,146,134,0,19,19,19,100.00%,6,19,0,0
NY-603,2991,2860,1538,51.42%,2443,548,0,690,2281,703,7,2443,2369,1085,44.41%,93,900,582,1954,482,7,548,491,453,82.66%,108,327,221,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,2351,2326,1705,72.52%,385,1365,986,0,0,0,0,.,0,0,0,0
NY-604,2250,2160,2088,92.80%,1017,1233,0,492,1519,714,17,1017,927,860,84.56%,21,45,159,520,483,14,1233,1233,1228,99.59%,333,999,231,3,0,0,0,.,0,0,0,0,311,311,311,100.00%,118,311,0,0,311,311,311,100.00%,118,311,0,0,0,0,0,.,0,0,0,0,1304,1304,1012,77.61%,168,429,875,0,335,335,0,0.00%,92,289,46,0
NY-606,146,107,40,27.40%,92,54,0,20,77,69,0,92,77,40,43.48%,50,0,17,53,39,0,54,30,0,0.00%,3,24,30,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,108,108,102,94.44%,24,81,27,0,0,0,0,.,0,0,0,0
