,"Total Beds (ES,TH,SH)",,,,,,,,,,Emergency Shelter (ES),,,,,,,,,Transitional Housing (TH),,,,,,,,Safe Haven (SH),,,,,,Permanent Supportive Housing (PSH),,,,,,,,
NC-501,496,436,289,66.30%,220,276,0,35,96,400,220,202,141,69.80%,0,40,19,54,166,276,276,234,148,63.20%,16,42,234,0,0,0,0,0.00%,0,281,281,281,187,66.50%,178,19,57,224
NC-502,596,579,213,36.80%,279,317,0,47,141,455,279,262,150,57.30%,0,119,27,80,199,317,317,317,63,19.90%,20,61,256,0,0,0,0,0.00%,0,123,123,123,53,43.10%,36,9,29,94
NC-503,"3,095","2,334","1,458",62.50%,"2,190",905,0,340,"1,183","1,912","2,190","1,494",913,61.10%,79,63,207,789,"1,401",905,905,840,545,64.90%,133,394,511,0,0,0,0,0.00%,0,564,564,564,505,89.50%,69,102,316,248
NC-504,"1,055","1,009",957,94.80%,439,616,0,113,434,621,439,439,435,99.10%,120,113,45,169,270,616,616,570,522,91.60%,68,265,351,0,0,0,0,0.00%,0,236,236,236,203,86.00%,55,56,147,89
NC-505,"1,564","1,495",965,64.50%,471,"1,093",0,201,577,987,471,402,397,98.80%,410,195,52,183,288,"1,093","1,093","1,093",568,52.00%,149,394,699,0,0,0,0,0.00%,0,445,445,445,445,100.00%,127,117,242,203
NC-506,584,484,274,56.60%,317,267,0,70,234,350,317,264,183,69.30%,0,0,32,107,210,267,267,220,91,41.40%,38,127,140,0,0,0,0,0.00%,0,104,104,104,80,76.90%,20,4,10,94
NC-507,998,980,902,92.00%,596,402,0,81,264,734,596,578,572,99.00%,0,3,56,206,390,402,402,402,330,82.10%,25,58,344,0,0,0,0,0.00%,0,670,670,670,525,78.40%,46,132,324,346
NC-509,196,132,148,112.10%,164,32,0,25,64,132,164,100,116,116.00%,57,21,20,53,111,32,32,32,32,100.00%,5,11,21,0,0,0,0,0.00%,0,82,82,82,82,100.00%,21,12,28,54
NC-511,266,219,188,85.80%,100,166,0,55,176,90,100,86,70,81.40%,0,4,9,31,69,166,166,133,118,88.70%,46,145,21,0,0,0,0,0.00%,0,32,32,32,29,90.60%,0,9,27,5
NC-513,167,167,109,65.30%,74,93,0,23,77,90,74,74,74,100.00%,0,22,0,0,74,93,93,93,35,37.60%,23,77,16,0,0,0,0,0.00%,0,119,119,119,117,98.30%,12,25,97,22
NC-516,132,55,44,80.00%,100,32,0,26,56,76,100,27,20,74.10%,2,7,22,44,56,32,32,28,24,85.70%,4,12,20,0,0,0,0,0.00%,0,48,48,48,40,83.30%,2,5,12,36
ND-500,790,551,522,94.70%,597,193,0,101,331,459,597,434,435,100.20%,0,52,72,234,363,193,193,117,87,74.40%,29,97,96,0,0,0,0,0.00%,0,476,476,476,416,87.40%,87,60,209,267
NE-500,278,214,171,79.90%,83,195,0,66,157,121,83,28,10,35.70%,0,34,17,42,41,195,195,186,161,86.60%,49,115,80,0,0,0,0,0.00%,0,39,39,39,0,0.00%,0,10,10,29
NE-501,"1,217","1,138",961,84.40%,686,531,0,169,558,659,686,627,624,99.50%,0,267,60,233,453,531,531,511,337,65.90%,109,325,206,0,0,0,0,0.00%,0,256,256,256,89,34.80%,21,44,163,93
NE-502,978,941,698,74.20%,323,655,0,196,507,471,323,323,273,84.50%,0,90,49,162,161,655,655,618,425,68.80%,147,345,310,0,0,0,0,0.00%,0,49,49,49,49,100.00%,9,4,8,41
NE-503,134,59,67,113.60%,97,37,0,25,85,49,97,22,30,136.40%,0,15,17,61,36,37,37,37,37,100.00%,8,24,13,0,0,0,0,0.00%,0,0,0,0,0,0.00%,0,0,0,0
NE-504,222,173,172,99.40%,69,153,0,46,119,103,69,40,42,105.00%,2,14,13,28,41,153,153,133,130,97.70%,33,91,62,0,0,0,0,0.00%,0,66,66,66,0,0.00%,0,16,16,50
NE-505,148,70,34,48.60%,67,81,0,27,97,51,67,12,0,0.00%,0,128,10,36,31,81,81,58,34,58.60%,17,61,20,0,0,0,0,0.00%,0,94,94,94,0,0.00%,16,5,15,79
NE-506,212,125,65,52.00%,168,44,0,37,118,94,168,85,45,52.90%,0,233,30,98,70,44,44,40,20,50.00%,7,20,24,0,0,0,0,0.00%,0,71,71,71,0,0.00%,0,9,10,61
NH-500,747,628,553,88.10%,448,299,0,130,418,329,448,331,331,100.00%,70,0,65,214,234,299,299,297,222,74.70%,65,204,95,0,0,0,0,0.00%,0,237,237,237,213,89.90%,36,38,110,127
NH-501,328,313,312,99.70%,151,173,4,69,165,163,151,136,135,99.30%,0,26,15,54,97,173,173,173,173,100.00%,54,111,62,4,4,4,4,100.00%,4,154,154,154,115,74.70%,16,28,58,96
NH-502,281,271,235,86.70%,73,203,5,49,143,138,73,63,59,93.70%,6,5,10,32,41,203,203,203,171,84.20%,39,111,92,5,5,5,5,100.00%,5,484,484,484,467,96.50%,136,89,242,242
NJ-500,352,333,333,100.00%,352,0,0,42,121,231,352,333,333,100.00%,124,0,42,121,231,0,0,0,0,0.00%,0,0,0,0,0,0,0,0.00%,0,37,37,37,37,100.00%,17,2,4,33
NJ-501,219,140,140,100.00%,105,114,0,36,100,119,105,73,73,100.00%,41,10,17,50,55,114,114,67,67,100.00%,19,50,64,0,0,0,0,0.00%,0,104,104,104,104,100.00%,62,4,8,96
NJ-502,431,404,404,100.00%,397,34,0,97,360,71,397,370,370,100.00%,28,437,91,336,61,34,34,34,34,100.00%,6,24,10,0,0,0,0,0.00%,0,92,92,92,92,100.00%,20,15,52,40
NJ-503,417,381,381,100.00%,157,260,0,49,160,257,157,121,121,100.00%,30,4,28,89,68,260,260,260,260,100.00%,21,71,189,0,0,0,0,0.00%,0,125,125,125,125,100.00%,38,7,22,103
NJ-504,"1,925","1,892","1,784",94.30%,"1,418",507,0,279,677,"1,248","1,418","1,418","1,310",92.40%,0,0,152,357,"1,061",507,507,474,474,100.00%,127,320,187,0,0,0,0,0.00%,0,391,391,391,391,100.00%,127,37,123,268
NJ-505,149,75,75,100.00%,124,17,8,46,105,44,124,58,58,100.00%,0,0,36,88,36,17,17,9,9,100.00%,10,17,0,8,8,8,8,100.00%,8,45,45,45,45,100.00%,0,5,15,30
NJ-506,611,545,534,98.00%,254,357,0,97,265,346,254,230,230,100.00%,0,4,28,84,170,357,357,315,304,96.50%,69,181,176,0,0,0,0,0.00%,0,153,153,153,153,100.00%,53,12,60,93
NJ-507,357,336,336,100.00%,146,211,0,86,248,109,146,125,125,100.00%,41,0,35,112,34,211,211,211,211,100.00%,51,136,75,0,0,0,0,0.00%,0,21,21,21,18,85.70%,5,2,4,17
NJ-508,165,107,107,100.00%,73,92,0,68,131,34,73,48,48,100.00%,0,0,12,39,34,92,92,59,59,100.00%,56,92,0,0,0,0,0,0.00%,0,262,262,262,262,100.00%,99,16,48,214
NJ-509,304,222,160,72.10%,143,141,20,49,150,154,143,101,59,58.40%,15,377,28,82,61,141,141,101,81,80.20%,21,68,73,20,20,20,20,100.00%,20,45,45,45,15,33.30%,0,15,45,0
NJ-510,128,62,48,77.40%,41,87,0,41,109,19,41,14,0,0.00%,0,705,9,35,6,87,87,48,48,100.00%,32,74,13,0,0,0,0,0.00%,0,64,64,64,48,75.00%,22,14,40,24
NJ-511,440,208,218,104.80%,347,93,0,94,302,138,347,160,170,106.30%,10,0,54,221,126,93,93,48,48,100.00%,40,81,12,0,0,0,0,0.00%,0,370,370,370,370,100.00%,223,10,20,350
NJ-512,134,134,134,100.00%,0,134,0,15,26,108,0,0,0,0.00%,0,0,0,0,0,134,134,134,134,100.00%,15,26,108,0,0,0,0,0.00%,0,0,0,0,0,0.00%,0,0,0,0
NJ-513,192,150,136,90.70%,89,103,0,35,88,104,89,74,60,81.10%,0,0,25,55,34,103,103,76,76,100.00%,10,33,70,0,0,0,0,0.00%,0,32,32,32,32,100.00%,11,0,0,32
NJ-514,363,339,326,96.20%,160,203,0,153,234,129,160,136,136,100.00%,117,0,60,80,80,203,203,203,190,93.60%,93,154,49,0,0,0,0,0.00%,0,414,414,414,396,95.70%,126,48,144,270
NJ-515,332,300,300,100.00%,216,116,0,61,192,140,216,190,190,100.00%,15,520,31,94,122,116,116,110,110,100.00%,30,98,18,0,0,0,0,0.00%,0,350,350,320,312,97.50%,13,61,180,170
NJ-516,80,28,14,50.00%,73,7,0,28,79,1,73,28,14,50.00%,0,0,27,73,0,7,7,0,0,.,1,6,1,0,0,0,0,0.00%,0,19,19,19,19,100.00%,10,0,0,19
NJ-518,10,0,0,.,0,10,0,2,10,0,0,0,0,0.00%,0,0,0,0,0,10,10,0,0,.,2,10,0,0,0,0,0,0.00%,0,12,12,12,12,100.00%,12,0,0,12
NJ-519,93,49,49,100.00%,64,29,0,32,85,8,64,49,49,100.00%,0,0,26,56,8,29,29,0,0,.,6,29,0,0,0,0,0,0.00%,0,17,17,17,17,100.00%,8,0,0,17
NJ-520,107,95,74,77.90%,89,18,0,17,61,46,89,77,56,72.70%,0,0,14,43,46,18,18,18,18,100.00%,3,18,0,0,0,0,0,0.00%,0,31,31,31,9,29.00%,7,0,0,31
NM-500,984,804,446,55.50%,327,657,0,183,490,494,327,242,130,53.70%,320,33,42,120,207,657,657,562,316,56.20%,141,370,287,0,0,0,0,0.00%,0,830,830,830,474,57.10%,213,115,299,531
NM-501,"1,759",811,427,52.70%,"1,163",596,0,156,942,817,"1,163",422,126,29.90%,295,0,53,600,563,596,596,389,301,77.40%,103,342,254,0,0,0,0,0.00%,0,318,318,318,302,95.00%,137,40,104,214
NV-500,"7,484","7,224","2,413",33.40%,915,"6,544",25,512,"1,811","5,673",915,655,583,89.00%,332,21,97,305,610,"6,544","6,544","6,544","1,805",27.60%,415,"1,506","5,038",25,25,25,25,100.00%,25,"1,369","1,369","1,369",803,58.70%,279,74,238,"1,131"
NV-501,596,544,316,58.10%,378,218,0,54,177,419,378,347,316,91.10%,60,0,35,132,246,218,218,197,0,0.00%,19,45,173,0,0,0,0,0.00%,0,356,356,356,348,97.80%,72,23,60,296
NV-502,317,164,154,93.90%,224,93,0,54,260,57,224,86,86,100.00%,0,358,28,177,47,93,93,78,68,87.20%,26,83,10,0,0,0,0,0.00%,0,69,69,69,69,100.00%,10,11,27,42
NY-500,698,660,593,89.80%,459,227,12,128,381,317,459,421,354,84.10%,17,"1,036",77,240,219,227,227,227,227,100.00%,51,141,86,12,12,12,12,100.00%,12,"1,166","1,166","1,166","1,150",98.60%,62,278,739,427
NY-501,276,230,175,76.10%,49,227,0,14,31,245,49,15,15,100.00%,0,14,8,15,34,227,227,215,160,74.40%,6,16,211,0,0,0,0,0.00%,0,302,302,302,292,96.70%,25,44,63,239
NY-502,68,59,28,47.50%,29,39,0,3,9,59,29,20,19,95.00%,0,0,0,0,29,39,39,39,9,23.10%,3,9,30,0,0,0,0,0.00%,0,33,33,33,0,0.00%,5,6,14,19
NY-503,426,375,375,100.00%,311,115,0,43,144,282,311,281,281,100.00%,16,169,31,115,196,115,115,94,94,100.00%,12,29,86,0,0,0,0,0.00%,0,533,533,533,533,100.00%,68,76,186,347
NY-504,64,64,64,100.00%,16,48,0,14,31,33,16,16,16,100.00%,0,0,5,12,4,48,48,48,48,100.00%,9,19,29,0,0,0,0,0.00%,0,94,94,94,94,100.00%,2,17,37,57
NY-505,716,680,680,100.00%,354,362,0,51,127,589,354,318,318,100.00%,0,93,19,58,296,362,362,362,362,100.00%,32,69,293,0,0,0,0,0.00%,0,"1,164","1,164","1,164","1,164",100.00%,144,169,432,732
NY-506,26,0,0,.,26,0,0,6,12,14,26,0,0,.,0,15,6,12,14,0,0,0,0,0.00%,0,0,0,0,0,0,0,0.00%,0,0,0,0,0,0.00%,0,0,0,0
NY-507,94,70,48,68.60%,74,20,0,13,32,62,74,50,28,56.00%,0,132,6,16,58,20,20,20,20,100.00%,7,16,4,0,0,0,0,0.00%,0,382,382,382,361,94.50%,29,66,154,228
NY-508,953,882,777,88.10%,464,489,0,112,373,580,464,428,357,83.40%,0,0,35,137,327,489,489,454,420,92.50%,77,236,253,0,0,0,0,0.00%,0,543,543,543,518,95.40%,20,12,32,511
NY-509,107,107,0,0.00%,6,101,0,0,0,107,6,6,0,0.00%,0,0,0,0,6,101,101,101,0,0.00%,0,0,101,0,0,0,0,0.00%,0,10,10,10,0,0.00%,3,3,7,3
NY-510,90,81,63,77.80%,50,40,0,18,50,40,50,41,41,100.00%,0,28,8,22,28,40,40,40,22,55.00%,10,28,12,0,0,0,0,0.00%,0,81,81,81,42,51.90%,20,21,61,20
NY-511,258,238,225,94.50%,122,136,0,21,48,210,122,102,100,98.00%,5,5,12,30,92,136,136,136,125,91.90%,9,18,118,0,0,0,0,0.00%,0,190,190,190,184,96.80%,62,31,78,112
NY-512,96,70,70,100.00%,65,31,0,28,68,28,65,47,47,100.00%,10,171,16,42,23,31,31,23,23,100.00%,12,26,5,0,0,0,0,0.00%,0,514,514,413,409,99.00%,55,91,286,228
NY-513,27,18,18,100.00%,15,12,0,3,9,18,15,6,6,100.00%,0,56,3,9,6,12,12,12,12,100.00%,0,0,12,0,0,0,0,0.00%,0,20,20,20,20,100.00%,0,4,12,8
NY-514,131,112,76,67.90%,68,63,0,34,66,65,68,49,27,55.10%,0,0,10,14,54,63,63,63,49,77.80%,24,52,11,0,0,0,0,0.00%,0,36,36,36,36,100.00%,0,9,18,18
NY-516,64,55,55,100.00%,47,17,0,8,39,25,47,38,38,100.00%,0,115,8,39,8,17,17,17,17,100.00%,0,0,17,0,0,0,0,0.00%,0,90,90,90,90,100.00%,13,15,66,24
NY-517,28,19,19,100.00%,9,19,0,7,25,3,9,0,0,0.00%,0,0,1,7,2,19,19,19,19,100.00%,6,18,1,0,0,0,0,0.00%,0,34,34,34,34,100.00%,0,9,34,0
NY-518,443,421,159,37.80%,88,355,0,44,116,327,88,66,54,81.80%,0,6,18,49,39,355,355,355,105,29.60%,26,67,288,0,0,0,0,0.00%,0,329,329,329,329,100.00%,20,84,180,149
NY-519,336,303,197,65.00%,241,95,0,49,181,155,241,216,146,67.60%,0,0,41,165,76,95,95,87,51,58.60%,8,16,79,0,0,0,0,0.00%,0,75,75,75,75,100.00%,5,2,4,71
NY-520,15,6,6,100.00%,15,0,0,4,9,6,15,6,6,100.00%,0,0,4,9,6,0,0,0,0,0.00%,0,0,0,0,0,0,0,0.00%,0,37,37,37,37,100.00%,18,0,0,37
NY-522,205,166,90,54.20%,39,166,0,7,20,185,39,0,0,0.00%,0,0,6,18,21,166,166,166,90,54.20%,1,2,164,0,0,0,0,0.00%,0,236,236,236,236,100.00%,0,40,165,71
NY-523,95,53,53,100.00%,52,43,0,14,36,59,52,34,34,100.00%,0,85,7,14,38,43,43,19,19,100.00%,7,22,21,0,0,0,0,0.00%,0,120,120,115,111,96.50%,20,23,57,63
NY-524,239,208,0,0.00%,73,166,0,8,32,207,73,64,0,0.00%,0,0,2,10,63,166,166,144,0,0.00%,6,22,144,0,0,0,0,0.00%,0,197,197,149,0,0.00%,16,27,56,141
NY-600,"49,412","46,166","43,325",93.80%,"41,811","7,489",112,"10,910","33,534","15,878","41,811","39,667","38,165",96.20%,0,544,"10,217","31,546","10,265","7,489","7,489","6,387","5,054",79.10%,693,"1,988","5,501",112,112,112,106,94.60%,112,"24,117","24,117","23,830","16,166",67.80%,"5,061","2,582","8,016","16,101"
NY-601,456,377,330,87.50%,224,232,0,123,248,208,224,180,150,83.30%,0,24,75,134,90,232,232,197,180,91.40%,48,114,118,0,0,0,0,0.00%,0,148,148,148,108,73.00%,13,33,77,71
NY-602,147,138,60,43.50%,102,45,0,29,84,63,102,93,60,64.50%,0,217,13,39,63,45,45,45,0,0.00%,16,45,0,0,0,0,0,0.00%,0,477,477,477,329,69.00%,35,111,296,181
NY-603,"1,670","1,670",896,53.70%,"1,288",382,0,372,"1,407",263,"1,288","1,288",533,41.40%,84,0,287,"1,122",166,382,382,382,363,95.00%,85,285,97,0,0,0,0,0.00%,0,806,806,806,631,78.30%,80,140,443,363
NY-604,"2,022","1,930","1,929",99.90%,496,"1,526",0,404,"1,517",505,496,404,403,99.80%,67,0,53,113,383,"1,526","1,526","1,526","1,526",100.00%,351,"1,404",122,0,0,0,0,0.00%,0,"1,089","1,089","1,089","1,055",96.90%,109,151,417,672
NY-605,646,585,267,45.60%,421,225,0,163,451,195,421,406,150,36.90%,100,0,103,315,106,225,225,179,117,65.40%,60,136,89,0,0,0,0,0.00%,0,742,742,736,665,90.40%,52,169,466,276
NY-606,135,95,86,90.50%,61,74,0,40,100,35,61,46,46,100.00%,0,0,20,55,6,74,74,49,40,81.60%,20,45,29,0,0,0,0,0.00%,0,569,569,569,298,52.40%,39,59,108,461
NY-607,28,10,10,100.00%,28,0,0,3,9,19,28,10,10,100.00%,0,220,3,9,19,0,0,0,0,0.00%,0,0,0,0,0,0,0,0.00%,0,50,50,50,50,100.00%,12,5,10,40
NY-608,99,90,90,100.00%,69,30,0,10,36,63,69,60,60,100.00%,0,81,10,36,33,30,30,30,30,100.00%,0,0,30,0,0,0,0,0.00%,0,195,195,195,158,81.00%,17,39,114,81
OH-500,"1,036",891,891,100.00%,633,403,0,65,353,683,633,568,568,100.00%,101,84,15,205,428,403,403,323,323,100.00%,50,148,255,0,0,0,0,0.00%,0,"1,357","1,357","1,357","1,357",100.00%,146,185,514,843
OH-501,863,797,706,88.60%,470,381,12,126,342,521,470,428,362,84.60%,0,104,62,158,312,381,381,357,332,93.00%,64,184,197,12,12,12,12,100.00%,12,661,661,661,661,100.00%,196,110,250,411
OH-502,"2,160","2,120","1,678",79.20%,"1,140",968,52,204,543,"1,617","1,140","1,100",774,70.40%,0,126,97,262,878,968,968,968,852,88.00%,107,281,687,52,52,52,52,100.00%,52,"4,587","4,587","4,587","3,828",83.50%,"1,107",619,"1,568","3,019"
OH-503,941,921,891,96.70%,790,151,0,147,296,645,790,770,754,97.90%,140,10,127,254,536,151,151,151,137,90.70%,20,42,109,0,0,0,0,0.00%,0,"1,657","1,657","1,657","1,574",95.00%,465,212,424,"1,233"
OH-504,336,336,309,92.00%,181,154,1,61,206,130,181,181,154,85.10%,0,0,26,86,95,154,154,154,154,100.00%,35,120,34,1,1,1,1,100.00%,1,217,217,217,217,100.00%,66,37,124,93
OH-505,733,689,659,95.60%,438,270,25,116,307,426,438,402,402,100.00%,40,81,57,158,280,270,270,262,232,88.50%,59,149,121,25,25,25,25,100.00%,25,733,733,733,733,100.00%,183,92,220,513
OH-506,657,561,457,81.50%,305,342,10,100,298,359,305,247,244,98.80%,0,78,44,141,164,342,342,304,203,66.80%,56,157,185,10,10,10,10,100.00%,10,298,298,298,291,97.70%,80,18,40,258
OH-507,"3,614","2,848","2,510",88.10%,"2,149","1,455",10,542,"1,721","1,893","2,149","1,498","1,264",84.40%,66,71,205,723,"1,426","1,455","1,455","1,340","1,236",92.20%,337,998,457,10,10,10,10,100.00%,10,"1,080","1,080","1,080",983,91.00%,71,142,368,712
OH-508,417,367,311,84.70%,218,179,20,88,259,158,218,168,131,78.00%,0,34,43,127,91,179,179,179,160,89.40%,45,132,47,20,20,20,20,100.00%,20,310,310,310,306,98.70%,174,29,79,231
OK-500,392,241,177,73.40%,270,122,0,55,140,252,270,153,99,64.70%,0,5,26,88,182,122,122,88,78,88.60%,29,52,70,0,0,0,0,0.00%,0,10,10,10,2,20.00%,2,4,8,2
OK-501,825,702,568,80.90%,481,294,50,85,261,564,481,387,377,97.40%,0,148,58,164,317,294,294,265,141,53.20%,27,97,197,50,50,50,50,100.00%,50,121,121,121,117,96.70%,82,0,0,121
OK-502,"1,133","1,029",198,19.20%,797,336,0,93,291,842,797,735,33,4.50%,0,125,38,119,678,336,336,294,165,56.10%,55,172,164,0,0,0,0,0.00%,0,160,160,149,149,100.00%,56,13,31,129
OK-503,187,121,65,53.70%,117,70,0,36,113,74,117,66,10,15.20%,0,0,18,62,55,70,70,55,55,100.00%,18,51,19,0,0,0,0,0.00%,0,51,51,51,34,66.70%,32,7,19,32
OK-504,191,169,124,73.40%,63,128,0,41,103,88,63,41,8,19.50%,0,34,9,23,40,128,128,128,116,90.60%,32,80,48,0,0,0,0,0.00%,0,36,36,36,36,100.00%,3,5,17,19
OK-505,367,261,107,41.00%,296,71,0,54,186,181,296,230,76,33.00%,0,0,36,125,171,71,71,31,31,100.00%,18,61,10,0,0,0,0,0.00%,0,45,45,28,18,64.30%,27,4,14,31
OK-506,172,172,114,66.30%,116,56,0,35,81,91,116,116,62,53.40%,0,12,19,39,77,56,56,56,52,92.90%,16,42,14,0,0,0,0,0.00%,0,6,6,6,0,0.00%,1,0,0,6
OK-507,394,155,43,27.70%,365,29,0,75,221,173,365,134,32,23.90%,0,10,67,196,169,29,29,21,11,52.40%,8,25,4,0,0,0,0,0.00%,0,55,55,0,55,0.00%,0,15,50,5
OR-500,943,900,517,57.40%,544,371,28,143,451,492,544,529,149,28.20%,146,44,29,130,414,371,371,343,340,99.10%,114,321,50,28,28,28,28,100.00%,28,201,201,201,187,93.00%,148,20,43,158
OR-501,"2,597","2,270","1,825",80.40%,525,"2,072",0,422,"1,190","1,407",525,420,287,68.30%,154,0,79,203,322,"2,072","2,072","1,850","1,538",83.10%,343,987,"1,085",0,0,0,0,0.00%,0,"2,521","2,521","2,521","1,564",62.00%,502,310,894,"1,627"
OR-502,711,677,49,7.20%,240,471,0,18,73,638,240,206,0,0.00%,12,0,12,51,189,471,471,471,49,10.40%,6,22,449,0,0,0,0,0.00%,0,686,686,686,71,10.30%,97,105,224,462
OR-503,397,379,249,65.70%,231,166,0,67,200,197,231,213,124,58.20%,0,41,26,74,157,166,166,166,125,75.30%,41,126,40,0,0,0,0,0.00%,0,0,0,0,0,0.00%,0,0,0,0
OR-504,815,751,414,55.10%,237,573,5,130,421,394,237,175,0,0.00%,0,82,9,49,188,573,573,571,409,71.60%,121,372,201,5,5,5,5,100.00%,5,296,296,296,43,14.50%,6,17,38,258
OR-505,"2,700","2,329",984,42.20%,"1,611","1,089",0,615,"1,415","1,285","1,611","1,293",506,39.10%,115,962,373,752,859,"1,089","1,089","1,036",478,46.10%,242,663,426,0,0,0,0,0.00%,0,"1,838","1,838","1,772",659,37.20%,79,608,"1,354",484
OR-506,250,222,222,100.00%,102,138,10,60,186,64,102,74,74,100.00%,0,3,22,91,11,138,138,138,138,100.00%,38,95,43,10,10,10,10,100.00%,10,260,260,260,260,100.00%,43,42,89,171
OR-507,150,105,105,100.00%,32,118,0,45,130,20,32,14,14,100.00%,0,0,9,28,4,118,118,91,91,100.00%,36,102,16,0,0,0,0,0.00%,0,182,182,182,182,100.00%,27,33,98,84
PA-500,"6,407","6,222","5,343",85.90%,"3,744","2,593",70,"1,115","3,696","2,711","3,744","3,644","2,885",79.20%,247,103,490,"1,566","2,178","2,593","2,593","2,508","2,388",95.20%,625,"2,130",463,70,70,70,70,100.00%,70,"3,988","3,988","3,988","3,788",95.00%,707,772,"2,371","1,617"
PA-501,337,321,312,97.20%,183,154,0,56,138,199,183,167,162,97.00%,36,30,20,44,139,154,154,154,150,97.40%,36,94,60,0,0,0,0,0.00%,0,98,98,98,98,100.00%,33,8,24,74
PA-502,735,696,613,88.10%,363,372,0,154,494,241,363,349,314,90.00%,0,68,60,196,167,372,372,347,299,86.20%,94,298,74,0,0,0,0,0.00%,0,276,276,276,160,58.00%,33,36,117,159
PA-503,235,188,187,99.50%,117,118,0,27,80,155,117,95,95,100.00%,0,105,5,16,101,118,118,93,92,98.90%,22,64,54,0,0,0,0,0.00%,0,144,144,144,141,97.90%,21,30,77,67
PA-504,494,367,302,82.30%,208,286,0,106,376,118,208,189,145,76.70%,30,30,35,122,86,286,286,178,157,88.20%,71,254,32,0,0,0,0,0.00%,0,138,138,138,138,100.00%,36,27,70,68
PA-505,348,265,243,91.70%,142,198,8,61,186,162,142,131,109,83.20%,34,0,15,39,103,198,198,126,126,100.00%,46,147,51,8,8,8,8,100.00%,8,187,187,187,181,96.80%,14,19,45,142
PA-506,462,377,347,92.00%,147,315,0,75,258,204,147,121,106,87.60%,62,0,15,65,82,315,315,256,241,94.10%,60,193,122,0,0,0,0,0.00%,0,272,272,272,242,89.00%,65,37,127,145
PA-507,"1,577","1,105",757,68.50%,795,782,0,257,923,654,795,456,224,49.10%,55,73,97,419,376,782,782,649,533,82.10%,160,504,278,0,0,0,0,0.00%,0,332,332,332,286,86.10%,57,10,23,309
PA-508,209,188,188,100.00%,54,155,0,46,132,77,54,42,42,100.00%,24,7,9,24,30,155,155,146,146,100.00%,37,108,47,0,0,0,0,0.00%,0,40,40,40,40,100.00%,38,0,0,40
PA-509,952,773,716,92.60%,363,589,0,192,627,325,363,240,211,87.90%,3,8,42,141,222,589,589,533,505,94.70%,150,486,103,0,0,0,0,0.00%,0,280,280,280,278,99.30%,40,39,98,182
PA-510,692,637,553,86.80%,154,538,0,119,334,358,154,123,123,100.00%,122,13,26,64,90,538,538,514,430,83.70%,93,270,268,0,0,0,0,0.00%,0,97,97,97,83,85.60%,19,16,46,51
PA-511,538,497,403,81.10%,103,435,0,125,397,141,103,91,79,86.80%,0,15,23,81,22,435,435,406,324,79.80%,102,316,119,0,0,0,0,0.00%,0,44,44,44,36,81.80%,22,0,0,44
PA-600,"1,375","1,241","1,112",89.60%,393,944,38,277,758,617,393,305,261,85.60%,104,2,57,174,219,944,944,898,813,90.50%,220,584,360,38,38,38,38,100.00%,38,838,838,838,790,94.30%,102,193,584,254
PA-601,752,582,481,82.60%,317,393,42,114,412,340,317,199,115,57.80%,0,46,36,162,155,393,393,341,324,95.00%,78,250,143,42,42,42,42,100.00%,42,240,240,194,148,76.30%,36,45,110,130
PA-602,462,260,67,25.80%,303,159,0,67,234,228,303,133,15,11.30%,0,71,34,144,159,159,159,127,52,40.90%,33,90,69,0,0,0,0,0.00%,0,310,310,292,255,87.30%,40,44,96,214
PA-603,144,109,104,95.40%,42,102,0,12,47,97,42,17,15,88.20%,0,0,7,30,12,102,102,92,89,96.70%,5,17,85,0,0,0,0,0.00%,0,113,113,113,113,100.00%,5,21,58,55
PA-605,393,327,327,100.00%,214,179,0,73,203,190,214,176,176,100.00%,2,150,23,91,123,179,179,151,151,100.00%,50,112,67,0,0,0,0,0.00%,0,239,239,239,232,97.10%,48,26,59,180
PR-502,"1,462","1,279",985,77.00%,245,"1,195",22,79,206,"1,256",245,167,128,76.60%,0,0,22,41,204,"1,195","1,195","1,090",835,76.60%,57,165,"1,030",22,22,22,22,100.00%,22,749,749,749,254,33.90%,114,73,203,546
PR-503,576,403,228,56.60%,245,303,28,34,130,446,245,163,121,74.20%,0,0,13,80,165,303,303,212,79,37.30%,21,50,253,28,28,28,28,100.00%,28,270,270,270,64,23.70%,139,33,77,193
RI-500,"1,450","1,322","1,062",80.30%,872,561,17,215,695,755,872,772,599,77.60%,6,130,105,339,533,561,561,533,446,83.70%,110,356,205,17,17,17,17,100.00%,17,"1,287","1,287","1,287","1,042",81.00%,412,222,641,646
SC-500,527,477,243,50.90%,277,250,0,56,215,312,277,227,155,68.30%,0,10,28,149,128,250,250,250,88,35.20%,28,66,184,0,0,0,0,0.00%,0,132,132,132,44,33.30%,10,13,26,106
SC-501,"1,514","1,276","1,009",79.10%,723,779,12,143,626,888,723,494,446,90.30%,213,242,35,308,415,779,779,770,551,71.60%,108,318,461,12,12,12,12,100.00%,12,162,162,162,128,79.00%,91,8,20,142
SC-502,903,776,651,83.90%,318,585,0,138,425,478,318,191,145,75.90%,272,30,50,158,160,585,585,585,506,86.50%,88,267,318,0,0,0,0,0.00%,0,511,511,444,444,100.00%,51,123,304,207
SC-503,651,616,524,85.10%,317,334,0,109,367,284,317,282,215,76.20%,0,35,51,137,180,334,334,334,309,92.50%,58,230,104,0,0,0,0,0.00%,0,248,248,248,215,86.70%,48,20,77,171
